subject,block,type,rep,utterance,vowel,istarget,talker
10,4,mf,5,14,EE,0,f2
10,4,mf,5,15,IH,0,f2
10,4,mf,5,16,OO,1,f2
10,4,ff,6,1,EE,0,f4
10,4,ff,6,2,AH,0,f4
10,4,ff,6,3,AH,0,f4
10,4,ff,6,4,IH,0,f4
10,4,ff,6,5,UH,1,f4
10,4,ff,6,6,UH,1,f6
10,4,ff,6,7,AH,0,f6
10,4,ff,6,8,AH,0,f6
10,4,ff,6,9,UH,1,f6
10,4,ff,6,10,UH,1,f6
10,4,ff,6,11,EH,0,f4
10,4,ff,6,12,AH,0,f6
10,4,ff,6,13,EE,0,f6
10,4,ff,6,14,EH,0,f4
10,4,ff,6,15,EH,0,f6
10,4,ff,6,16,EH,0,f6
10,4,mf,7,1,UH,0,m2
10,4,mf,7,2,OO,0,m2
10,4,mf,7,3,EH,0,f9
10,4,mf,7,4,IH,1,f9
10,4,mf,7,5,AE,0,f9
10,4,mf,7,6,UH,0,m2
10,4,mf,7,7,OO,0,f9
10,4,mf,7,8,OO,0,m2
10,4,mf,7,9,IH,1,f9
10,4,mf,7,10,AE,0,m2
10,4,mf,7,11,OO,0,m2
10,4,mf,7,12,UH,0,f9
10,4,mf,7,13,IH,1,m2
10,4,mf,7,14,EE,0,m2
10,4,mf,7,15,AH,0,m2
10,4,mf,7,16,IH,1,m2
10,4,ff,8,1,AH,0,f4
10,4,ff,8,2,AH,0,f1
10,4,ff,8,3,OO,1,f1
10,4,ff,8,4,AH,0,f1
10,4,ff,8,5,IH,0,f1
10,4,ff,8,6,IH,0,f4
10,4,ff,8,7,AH,0,f1
10,4,ff,8,8,OO,1,f4
10,4,ff,8,9,EH,0,f1
10,4,ff,8,10,AE,0,f1
10,4,ff,8,11,AH,0,f1
10,4,ff,8,12,UH,0,f4
10,4,ff,8,13,UH,0,f1
10,4,ff,8,14,AE,0,f4
10,4,ff,8,15,AH,0,f1
10,4,ff,8,16,OO,1,f4
10,4,mf,9,1,EH,0,m2
10,4,mf,9,2,EE,0,m2
10,4,mf,9,3,EH,0,m2
10,4,mf,9,4,AH,0,m2
10,4,mf,9,5,IH,1,m2
10,4,mf,9,6,IH,1,m2
10,4,mf,9,7,EH,0,f2
10,4,mf,9,8,IH,1,m2
10,4,mf,9,9,EE,0,m2
10,4,mf,9,10,EE,0,m2
10,4,mf,9,11,AE,0,m2
10,4,mf,9,12,IH,1,f2
10,4,mf,9,13,UH,0,f2
10,4,mf,9,14,AE,0,f2
10,4,mf,9,15,AH,0,f2
10,4,mf,9,16,AE,0,m2
10,4,ff,10,1,IH,0,f9
10,4,ff,10,2,EH,0,f9
10,4,ff,10,3,IH,0,f9
10,4,ff,10,4,OO,1,f9
10,4,ff,10,5,AE,0,f9
10,4,ff,10,6,AH,0,f9
10,4,ff,10,7,EH,0,f5
10,4,ff,10,8,EE,0,f9
10,4,ff,10,9,AE,0,f9
10,4,ff,10,10,OO,1,f5
10,4,ff,10,11,EH,0,f9
10,4,ff,10,12,OO,1,f9
10,4,ff,10,13,AH,0,f5
10,4,ff,10,14,IH,0,f9
10,4,ff,10,15,IH,0,f5
10,4,ff,10,16,OO,1,f9
10,4,ff,11,1,UH,1,f4
10,4,ff,11,2,AE,0,f2
10,4,ff,11,3,UH,1,f4
10,4,ff,11,4,AE,0,f2
10,4,ff,11,5,EH,0,f4
10,4,ff,11,6,EE,0,f2
10,4,ff,11,7,AH,0,f2
10,4,ff,11,8,IH,0,f2
10,4,ff,11,9,UH,1,f2
10,4,ff,11,10,EE,0,f4
10,4,ff,11,11,EE,0,f2
10,4,ff,11,12,EH,0,f4
10,4,ff,11,13,IH,0,f2
10,4,ff,11,14,AH,0,f2
10,4,ff,11,15,AH,0,f4
10,4,ff,11,16,UH,1,f4
10,4,mf,12,1,AH,0,m3
10,4,mf,12,2,UH,0,m3
10,4,mf,12,3,EH,0,m3
10,4,mf,12,4,OO,0,f8
10,4,mf,12,5,UH,0,m3
10,4,mf,12,6,UH,0,m3
10,4,mf,12,7,AE,0,m3
10,4,mf,12,8,IH,1,m3
10,4,mf,12,9,EH,0,m3
10,4,mf,12,10,IH,1,m3
10,4,mf,12,11,IH,1,m3
10,4,mf,12,12,OO,0,m3
10,4,mf,12,13,AH,0,f8
10,4,mf,12,14,UH,0,f8
10,4,mf,12,15,UH,0,m3
10,4,mf,12,16,IH,1,f8
10,4,ff,13,1,OO,0,f2
10,4,ff,13,2,AH,0,f6
10,4,ff,13,3,EE,0,f6
10,4,ff,13,4,EE,0,f2
10,4,ff,13,5,IH,1,f2
10,4,ff,13,6,IH,1,f6
10,4,ff,13,7,AE,0,f6
10,4,ff,13,8,IH,1,f6
10,4,ff,13,9,IH,1,f6
10,4,ff,13,10,EH,0,f6
10,4,ff,13,11,EE,0,f6
10,4,ff,13,12,EE,0,f6
10,4,ff,13,13,AE,0,f2
10,4,ff,13,14,EH,0,f2
10,4,ff,13,15,AE,0,f2
10,4,ff,13,16,AE,0,f6
10,4,mf,14,1,EE,0,f1
10,4,mf,14,2,EE,0,m1
10,4,mf,14,3,EE,0,f1
10,4,mf,14,4,EE,0,m1
10,4,mf,14,5,UH,0,m1
10,4,mf,14,6,EH,0,m1
10,4,mf,14,7,OO,1,f1
10,4,mf,14,8,AE,0,f1
10,4,mf,14,9,EE,0,f1
10,4,mf,14,10,OO,1,m1
10,4,mf,14,11,AE,0,m1
10,4,mf,14,12,AH,0,m1
10,4,mf,14,13,AE,0,f1
10,4,mf,14,14,OO,1,f1
10,4,mf,14,15,EE,0,m1
10,4,mf,14,16,IH,0,f1
10,4,mf,15,1,EH,0,m1
10,4,mf,15,2,AE,0,f7
10,4,mf,15,3,AE,0,f7
10,4,mf,15,4,OO,0,f7
10,4,mf,15,5,IH,1,f7
10,4,mf,15,6,EE,0,m1
10,4,mf,15,7,UH,0,f7
10,4,mf,15,8,EH,0,m1
10,4,mf,15,9,AH,0,m1
10,4,mf,15,10,IH,1,f7
10,4,mf,15,11,EE,0,m1
10,4,mf,15,12,EE,0,f7
10,4,mf,15,13,OO,0,f7
10,4,mf,15,14,IH,1,f7
10,4,mf,15,15,EH,0,f7
10,4,mf,15,16,AE,0,f7
10,4,mf,16,1,EE,0,f3
10,4,mf,16,2,IH,1,m1
10,4,mf,16,3,EH,0,m1
10,4,mf,16,4,IH,1,m1
10,4,mf,16,5,EE,0,m1
10,4,mf,16,6,AH,0,m1
10,4,mf,16,7,EH,0,f3
10,4,mf,16,8,OO,0,m1
10,4,mf,16,9,OO,0,f3
10,4,mf,16,10,IH,1,f3
10,4,mf,16,11,AE,0,f3
10,4,mf,16,12,OO,0,m1
10,4,mf,16,13,EE,0,m1
10,4,mf,16,14,OO,0,f3
10,4,mf,16,15,IH,1,m1
10,4,mf,16,16,EH,0,f3
10,5,b,1,1,AE,0,m2
10,5,b,1,2,OO,0,m2
10,5,b,1,3,IH,1,m2
10,5,b,1,4,OO,0,m2
10,5,b,1,5,IH,1,m2
10,5,b,1,6,OO,0,m2
10,5,b,1,7,UH,0,m2
10,5,b,1,8,IH,1,m2
10,5,b,1,9,EH,0,m2
10,5,b,1,10,AH,0,m2
10,5,b,1,11,AH,0,m2
10,5,b,1,12,OO,0,m2
10,5,b,1,13,UH,0,m2
10,5,b,1,14,EE,0,m2
10,5,b,1,15,EE,0,m2
10,5,b,1,16,IH,1,m2
10,5,b,2,1,IH,0,f6
10,5,b,2,2,EE,0,f6
10,5,b,2,3,EH,0,f6
10,5,b,2,4,IH,0,f6
10,5,b,2,5,IH,0,f6
10,5,b,2,6,AH,0,f6
10,5,b,2,7,OO,0,f6
10,5,b,2,8,UH,1,f6
10,5,b,2,9,UH,1,f6
10,5,b,2,10,UH,1,f6
10,5,b,2,11,IH,0,f6
10,5,b,2,12,EH,0,f6
10,5,b,2,13,OO,0,f6
10,5,b,2,14,UH,1,f6
10,5,b,2,15,EH,0,f6
10,5,b,2,16,EH,0,f6
10,5,b,3,1,UH,1,f1
10,5,b,3,2,AH,0,f1
10,5,b,3,3,IH,0,f1
10,5,b,3,4,OO,0,f1
10,5,b,3,5,EE,0,f1
10,5,b,3,6,OO,0,f1
10,5,b,3,7,UH,1,f1
10,5,b,3,8,AE,0,f1
10,5,b,3,9,EH,0,f1
10,5,b,3,10,EH,0,f1
10,5,b,3,11,EE,0,f1
10,5,b,3,12,UH,1,f1
10,5,b,3,13,EE,0,f1
10,5,b,3,14,UH,1,f1
10,5,b,3,15,EH,0,f1
10,5,b,3,16,EH,0,f1
10,5,b,4,1,EH,0,f9
10,5,b,4,2,EH,0,f9
10,5,b,4,3,IH,0,f9
10,5,b,4,4,AE,0,f9
10,5,b,4,5,EE,0,f9
10,5,b,4,6,EH,0,f9
10,5,b,4,7,UH,1,f9
10,5,b,4,8,EH,0,f9
10,5,b,4,9,EE,0,f9
10,5,b,4,10,AE,0,f9
10,5,b,4,11,AH,0,f9
10,5,b,4,12,IH,0,f9
10,5,b,4,13,OO,0,f9
10,5,b,4,14,IH,0,f9
10,5,b,4,15,UH,1,f9
10,5,b,4,16,EE,0,f9
10,5,b,5,1,AE,0,f5
10,5,b,5,2,EH,0,f5
10,5,b,5,3,AE,0,f5
10,5,b,5,4,AH,0,f5
10,5,b,5,5,IH,0,f5
10,5,b,5,6,UH,0,f5
10,5,b,5,7,UH,0,f5
10,5,b,5,8,AH,0,f5
10,5,b,5,9,OO,1,f5
10,5,b,5,10,AE,0,f5
10,5,b,5,11,AH,0,f5
10,5,b,5,12,OO,1,f5
10,5,b,5,13,OO,1,f5
10,5,b,5,14,UH,0,f5
10,5,b,5,15,OO,1,f5
10,5,b,5,16,EE,0,f5
10,5,b,6,1,AE,0,f2
10,5,b,6,2,AH,0,f2
10,5,b,6,3,AE,0,f2
10,5,b,6,4,EE,0,f2
10,5,b,6,5,OO,0,f2
10,5,b,6,6,EE,0,f2
10,5,b,6,7,EE,0,f2
10,5,b,6,8,EE,0,f2
10,5,b,6,9,EE,0,f2
10,5,b,6,10,IH,1,f2
10,5,b,6,11,AH,0,f2
10,5,b,6,12,OO,0,f2
10,5,b,6,13,IH,1,f2
10,5,b,6,14,IH,1,f2
10,5,b,6,15,IH,1,f2
10,5,b,6,16,UH,0,f2
10,5,b,7,1,IH,0,m3
10,5,b,7,2,UH,1,m3
10,5,b,7,3,EH,0,m3
10,5,b,7,4,AE,0,m3
10,5,b,7,5,AE,0,m3
10,5,b,7,6,EH,0,m3
10,5,b,7,7,AH,0,m3
10,5,b,7,8,AE,0,m3
10,5,b,7,9,AH,0,m3
10,5,b,7,10,UH,1,m3
10,5,b,7,11,EE,0,m3
10,5,b,7,12,AE,0,m3
10,5,b,7,13,OO,0,m3
10,5,b,7,14,IH,0,m3
10,5,b,7,15,EE,0,m3
10,5,b,7,16,UH,1,m3
10,5,b,8,1,AH,0,f4
10,5,b,8,2,UH,1,f4
10,5,b,8,3,UH,1,f4
10,5,b,8,4,AE,0,f4
10,5,b,8,5,EE,0,f4
10,5,b,8,6,EH,0,f4
10,5,b,8,7,AH,0,f4
10,5,b,8,8,OO,0,f4
10,5,b,8,9,UH,1,f4
10,5,b,8,10,EH,0,f4
10,5,b,8,11,AE,0,f4
10,5,b,8,12,OO,0,f4
10,5,b,8,13,AH,0,f4
10,5,b,8,14,AE,0,f4
10,5,b,8,15,AE,0,f4
10,5,b,8,16,AH,0,f4
10,5,b,9,1,OO,1,m1
10,5,b,9,2,EE,0,m1
10,5,b,9,3,IH,0,m1
10,5,b,9,4,IH,0,m1
10,5,b,9,5,UH,0,m1
10,5,b,9,6,AH,0,m1
10,5,b,9,7,EE,0,m1
10,5,b,9,8,EH,0,m1
10,5,b,9,9,OO,1,m1
10,5,b,9,10,EH,0,m1
10,5,b,9,11,OO,1,m1
10,5,b,9,12,OO,1,m1
10,5,b,9,13,AE,0,m1
10,5,b,9,14,EH,0,m1
10,5,b,9,15,IH,0,m1
10,5,b,9,16,IH,0,m1
10,5,b,10,1,AH,0,f6
10,5,b,10,2,IH,1,f6
10,5,b,10,3,IH,1,f6
10,5,b,10,4,AE,0,f6
10,5,b,10,5,OO,0,f6
