subject,block,type,rep,utterance,vowel,istarget,talker
99,2,mf,5,14,IH,0,f9
99,2,mf,5,15,OO,0,f9
99,2,mf,5,16,EH,0,f9
99,3,b,1,1,UH,0,f7
99,3,b,1,2,AE,0,f7
99,3,b,1,3,AH,0,f7
99,3,b,1,4,EE,0,f7
99,3,b,1,5,IH,1,f7
99,3,b,1,6,EH,0,f7
99,3,b,1,7,OO,0,f7
99,3,b,1,8,AE,0,f7
99,3,b,1,9,IH,1,f7
99,3,b,1,10,AH,0,f7
99,3,b,1,11,EE,0,f7
99,3,b,1,12,IH,1,f7
99,3,b,1,13,OO,0,f7
99,3,b,1,14,UH,0,f7
99,3,b,1,15,IH,1,f7
99,3,b,1,16,EH,0,f7
99,3,b,2,1,EE,0,f1
99,3,b,2,2,UH,1,f1
99,3,b,2,3,AE,0,f1
99,3,b,2,4,AH,0,f1
99,3,b,2,5,EH,0,f1
99,3,b,2,6,UH,1,f1
99,3,b,2,7,IH,0,f1
99,3,b,2,8,OO,0,f1
99,3,b,2,9,AE,0,f1
99,3,b,2,10,UH,1,f1
99,3,b,2,11,AH,0,f1
99,3,b,2,12,EH,0,f1
99,3,b,2,13,UH,1,f1
99,3,b,2,14,IH,0,f1
99,3,b,2,15,OO,0,f1
99,3,b,2,16,EE,0,f1
99,3,b,3,1,AE,0,f5
99,3,b,3,2,OO,1,f5
99,3,b,3,3,AH,0,f5
99,3,b,3,4,EE,0,f5
99,3,b,3,5,EH,0,f5
99,3,b,3,6,OO,1,f5
99,3,b,3,7,IH,0,f5
99,3,b,3,8,OO,1,f5
99,3,b,3,9,UH,0,f5
99,3,b,3,10,AE,0,f5
99,3,b,3,11,AH,0,f5
99,3,b,3,12,EE,0,f5
99,3,b,3,13,EH,0,f5
99,3,b,3,14,UH,0,f5
99,3,b,3,15,OO,1,f5
99,3,b,3,16,IH,0,f5
99,3,b,4,1,AH,0,f4
99,3,b,4,2,AE,0,f4
99,3,b,4,3,OO,1,f4
99,3,b,4,4,EE,0,f4
99,3,b,4,5,EH,0,f4
99,3,b,4,6,IH,0,f4
99,3,b,4,7,OO,1,f4
99,3,b,4,8,UH,0,f4
99,3,b,4,9,AE,0,f4
99,3,b,4,10,AH,0,f4
99,3,b,4,11,EE,0,f4
99,3,b,4,12,OO,1,f4
99,3,b,4,13,EH,0,f4
99,3,b,4,14,OO,1,f4
99,3,b,4,15,UH,0,f4
99,3,b,4,16,IH,0,f4
99,3,b,5,1,IH,0,m2
99,3,b,5,2,AE,0,m2
99,3,b,5,3,UH,1,m2
99,3,b,5,4,AH,0,m2
99,3,b,5,5,UH,1,m2
99,3,b,5,6,EE,0,m2
99,3,b,5,7,UH,1,m2
99,3,b,5,8,EH,0,m2
99,3,b,5,9,OO,0,m2
99,3,b,5,10,UH,1,m2
99,3,b,5,11,AE,0,m2
99,3,b,5,12,AH,0,m2
99,3,b,5,13,EE,0,m2
99,3,b,5,14,EH,0,m2
99,3,b,5,15,OO,0,m2
99,3,b,5,16,IH,0,m2
99,3,b,6,1,AE,0,f3
99,3,b,6,2,IH,1,f3
99,3,b,6,3,AH,0,f3
99,3,b,6,4,EE,0,f3
99,3,b,6,5,EH,0,f3
99,3,b,6,6,OO,0,f3
99,3,b,6,7,UH,0,f3
99,3,b,6,8,AE,0,f3
99,3,b,6,9,IH,1,f3
99,3,b,6,10,AH,0,f3
99,3,b,6,11,IH,1,f3
99,3,b,6,12,EE,0,f3
99,3,b,6,13,IH,1,f3
99,3,b,6,14,EH,0,f3
99,3,b,6,15,OO,0,f3
99,3,b,6,16,UH,0,f3
99,3,b,7,1,EE,0,m1
99,3,b,7,2,AE,0,m1
99,3,b,7,3,AH,0,m1
99,3,b,7,4,OO,1,m1
99,3,b,7,5,EH,0,m1
99,3,b,7,6,IH,0,m1
99,3,b,7,7,UH,0,m1
99,3,b,7,8,OO,1,m1
99,3,b,7,9,AE,0,m1
99,3,b,7,10,AH,0,m1
99,3,b,7,11,OO,1,m1
99,3,b,7,12,EE,0,m1
99,3,b,7,13,IH,0,m1
99,3,b,7,14,OO,1,m1
99,3,b,7,15,UH,0,m1
99,3,b,7,16,EH,0,m1
99,3,b,8,1,OO,0,f9
99,3,b,8,2,IH,1,f9
99,3,b,8,3,AE,0,f9
99,3,b,8,4,IH,1,f9
99,3,b,8,5,AH,0,f9
99,3,b,8,6,IH,1,f9
99,3,b,8,7,EE,0,f9
99,3,b,8,8,EH,0,f9
99,3,b,8,9,IH,1,f9
99,3,b,8,10,UH,0,f9
99,3,b,8,11,AE,0,f9
99,3,b,8,12,AH,0,f9
99,3,b,8,13,EE,0,f9
99,3,b,8,14,OO,0,f9
99,3,b,8,15,UH,0,f9
99,3,b,8,16,EH,0,f9
99,3,b,9,1,EH,0,f8
99,3,b,9,2,UH,1,f8
99,3,b,9,3,AE,0,f8
99,3,b,9,4,AH,0,f8
99,3,b,9,5,EE,0,f8
99,3,b,9,6,UH,1,f8
99,3,b,9,7,IH,0,f8
99,3,b,9,8,UH,1,f8
99,3,b,9,9,OO,0,f8
99,3,b,9,10,AE,0,f8
99,3,b,9,11,EE,0,f8
99,3,b,9,12,EH,0,f8
99,3,b,9,13,IH,0,f8
99,3,b,9,14,OO,0,f8
99,3,b,9,15,UH,1,f8
99,3,b,9,16,AH,0,f8
99,3,b,10,1,AE,0,f2
99,3,b,10,2,AH,0,f2
99,3,b,10,3,EE,0,f2
99,3,b,10,4,EH,0,f2
99,3,b,10,5,OO,0,f2
99,3,b,10,6,UH,0,f2
99,3,b,10,7,IH,1,f2
99,3,b,10,8,AH,0,f2
99,3,b,10,9,IH,1,f2
99,3,b,10,10,EE,0,f2
99,3,b,10,11,EH,0,f2
99,3,b,10,12,OO,0,f2
99,3,b,10,13,IH,1,f2
99,3,b,10,14,UH,0,f2
99,3,b,10,15,IH,1,f2
99,3,b,10,16,AE,0,f2
99,3,b,11,1,AH,0,m3
99,3,b,11,2,AE,0,m3
99,3,b,11,3,OO,1,m3
99,3,b,11,4,EE,0,m3
99,3,b,11,5,EH,0,m3
99,3,b,11,6,IH,0,m3
99,3,b,11,7,UH,0,m3
99,3,b,11,8,AE,0,m3
99,3,b,11,9,OO,1,m3
99,3,b,11,10,AH,0,m3
99,3,b,11,11,EE,0,m3
99,3,b,11,12,IH,0,m3
99,3,b,11,13,OO,1,m3
99,3,b,11,14,UH,0,m3
99,3,b,11,15,OO,1,m3
99,3,b,11,16,EH,0,m3
99,3,b,12,1,EE,0,f6
99,3,b,12,2,AE,0,f6
99,3,b,12,3,AH,0,f6
99,3,b,12,4,EH,0,f6
99,3,b,12,5,UH,1,f6
99,3,b,12,6,IH,0,f6
99,3,b,12,7,UH,1,f6
99,3,b,12,8,OO,0,f6
99,3,b,12,9,AE,0,f6
99,3,b,12,10,UH,1,f6
99,3,b,12,11,EE,0,f6
99,3,b,12,12,EH,0,f6
99,3,b,12,13,IH,0,f6
99,3,b,12,14,OO,0,f6
99,3,b,12,15,UH,1,f6
99,3,b,12,16,AH,0,f6
99,3,b,13,1,AE,0,f4
99,3,b,13,2,OO,1,f4
99,3,b,13,3,AH,0,f4
99,3,b,13,4,OO,1,f4
99,3,b,13,5,EE,0,f4
99,3,b,13,6,OO,1,f4
99,3,b,13,7,EH,0,f4
99,3,b,13,8,IH,0,f4
99,3,b,13,9,UH,0,f4
99,3,b,13,10,AE,0,f4
99,3,b,13,11,EE,0,f4
99,3,b,13,12,OO,1,f4
99,3,b,13,13,EH,0,f4
99,3,b,13,14,IH,0,f4
99,3,b,13,15,UH,0,f4
99,3,b,13,16,AH,0,f4
99,3,b,14,1,EE,0,f6
99,3,b,14,2,AE,0,f6
99,3,b,14,3,AH,0,f6
99,3,b,14,4,UH,1,f6
99,3,b,14,5,EH,0,f6
99,3,b,14,6,IH,0,f6
99,3,b,14,7,OO,0,f6
99,3,b,14,8,UH,1,f6
99,3,b,14,9,AE,0,f6
99,3,b,14,10,UH,1,f6
99,3,b,14,11,AH,0,f6
99,3,b,14,12,EH,0,f6
99,3,b,14,13,IH,0,f6
99,3,b,14,14,UH,1,f6
99,3,b,14,15,OO,0,f6
99,3,b,14,16,EE,0,f6
99,3,b,15,1,EH,0,f8
99,3,b,15,2,AE,0,f8
99,3,b,15,3,AH,0,f8
99,3,b,15,4,IH,1,f8
99,3,b,15,5,EE,0,f8
99,3,b,15,6,IH,1,f8
99,3,b,15,7,OO,0,f8
99,3,b,15,8,IH,1,f8
99,3,b,15,9,UH,0,f8
99,3,b,15,10,AE,0,f8
99,3,b,15,11,AH,0,f8
99,3,b,15,12,EH,0,f8
99,3,b,15,13,OO,0,f8
99,3,b,15,14,UH,0,f8
99,3,b,15,15,IH,1,f8
99,3,b,15,16,EE,0,f8
99,3,b,16,1,EE,0,m1
99,3,b,16,2,OO,1,m1
99,3,b,16,3,AE,0,m1
99,3,b,16,4,AH,0,m1
99,3,b,16,5,OO,1,m1
99,3,b,16,6,EH,0,m1
99,3,b,16,7,IH,0,m1
99,3,b,16,8,UH,0,m1
99,3,b,16,9,AE,0,m1
99,3,b,16,10,OO,1,m1
99,3,b,16,11,AH,0,m1
99,3,b,16,12,EE,0,m1
99,3,b,16,13,EH,0,m1
99,3,b,16,14,OO,1,m1
99,3,b,16,15,UH,0,m1
99,3,b,16,16,IH,0,m1
99,4,mf,1,1,AH,0,m3
99,4,mf,1,2,AE,0,m3
99,4,mf,1,3,EE,0,m3
99,4,mf,1,4,EH,0,m3
99,4,mf,1,5,IH,1,f2
99,4,mf,1,6,OO,0,m3
99,4,mf,1,7,UH,0,f2
99,4,mf,1,8,IH,1,f2
99,4,mf,1,9,AE,0,f2
99,4,mf,1,10,IH,1,m3
99,4,mf,1,11,AH,0,m3
99,4,mf,1,12,IH,1,m3
99,4,mf,1,13,EE,0,f2
99,4,mf,1,14,EH,0,f2
99,4,mf,1,15,UH,0,f2
99,4,mf,1,16,OO,0,f2
99,4,mf,2,1,EH,0,f4
99,4,mf,2,2,AE,0,m1
99,4,mf,2,3,UH,1,f4
99,4,mf,2,4,AH,0,f4
99,4,mf,2,5,EE,0,m1
99,4,mf,2,6,UH,1,m1
99,4,mf,2,7,IH,0,m1
99,4,mf,2,8,OO,0,m1
99,4,mf,2,9,AE,0,f4
99,4,mf,2,10,AH,0,f4
99,4,mf,2,11,UH,1,f4
99,4,mf,2,12,EE,0,f4
99,4,mf,2,13,EH,0,m1
99,4,mf,2,14,OO,0,m1
99,4,mf,2,15,UH,1,m1
99,4,mf,2,16,IH,0,f4
99,4,mf,3,1,EH,0,m1
99,4,mf,3,2,AE,0,f9
99,4,mf,3,3,IH,1,f9
99,4,mf,3,4,AH,0,f9
99,4,mf,3,5,IH,1,m1
99,4,mf,3,6,EE,0,f9
99,4,mf,3,7,OO,0,m1
99,4,mf,3,8,UH,0,m1
99,4,mf,3,9,IH,1,f9
99,4,mf,3,10,AE,0,m1
99,4,mf,3,11,EE,0,f9
99,4,mf,3,12,IH,1,m1
99,4,mf,3,13,EH,0,m1
99,4,mf,3,14,OO,0,f9
99,4,mf,3,15,UH,0,f9
99,4,mf,3,16,AH,0,m1
99,4,mf,4,1,AE,0,m1
99,4,mf,4,2,UH,1,m1
99,4,mf,4,3,AH,0,f1
99,4,mf,4,4,UH,1,m1
99,4,mf,4,5,EE,0,f1
99,4,mf,4,6,EH,0,f1
99,4,mf,4,7,IH,0,m1
99,4,mf,4,8,OO,0,f1
99,4,mf,4,9,AE,0,f1
99,4,mf,4,10,AH,0,f1
99,4,mf,4,11,UH,1,m1
99,4,mf,4,12,EE,0,m1
99,4,mf,4,13,UH,1,m1
99,4,mf,4,14,EH,0,f1
99,4,mf,4,15,IH,0,m1
99,4,mf,4,16,OO,0,f1
99,4,ff,5,1,AE,0,f4
99,4,ff,5,2,AH,0,f4
99,4,ff,5,3,OO,1,f8
99,4,ff,5,4,EE,0,f4
99,4,ff,5,5,OO,1,f4
99,4,ff,5,6,EH,0,f4
99,4,ff,5,7,OO,1,f8
99,4,ff,5,8,IH,0,f8
99,4,ff,5,9,UH,0,f4
99,4,ff,5,10,AE,0,f8
99,4,ff,5,11,AH,0,f4
99,4,ff,5,12,EE,0,f8
99,4,ff,5,13,EH,0,f8
99,4,ff,5,14,UH,0,f4
99,4,ff,5,15,OO,1,f8
99,4,ff,5,16,IH,0,f8
99,4,ff,6,1,OO,0,f5
99,4,ff,6,2,AE,0,f5
99,4,ff,6,3,AH,0,f5
99,4,ff,6,4,UH,1,f3
99,4,ff,6,5,EE,0,f3
99,4,ff,6,6,UH,1,f5
99,4,ff,6,7,EH,0,f5
99,4,ff,6,8,IH,0,f5
99,4,ff,6,9,UH,1,f3
99,4,ff,6,10,AE,0,f3
99,4,ff,6,11,AH,0,f5
99,4,ff,6,12,EE,0,f5
99,4,ff,6,13,EH,0,f3
99,4,ff,6,14,UH,1,f3
99,4,ff,6,15,IH,0,f3
99,4,ff,6,16,OO,0,f3
99,4,mf,7,1,OO,0,m1
99,4,mf,7,2,AE,0,m1
99,4,mf,7,3,AH,0,m1
99,4,mf,7,4,EE,0,f8
99,4,mf,7,5,EH,0,f8
99,4,mf,7,6,UH,0,m1
99,4,mf,7,7,IH,1,m1
99,4,mf,7,8,AE,0,f8
99,4,mf,7,9,IH,1,m1
99,4,mf,7,10,AH,0,m1
99,4,mf,7,11,EH,0,f8
99,4,mf,7,12,OO,0,m1
99,4,mf,7,13,IH,1,f8
99,4,mf,7,14,UH,0,f8
99,4,mf,7,15,IH,1,f8
99,4,mf,7,16,EE,0,f8
99,4,mf,8,1,EH,0,f5
99,4,mf,8,2,OO,1,f5
99,4,mf,8,3,AE,0,m2
99,4,mf,8,4,AH,0,m2
99,4,mf,8,5,EE,0,m2
99,4,mf,8,6,IH,0,m2
99,4,mf,8,7,UH,0,m2
99,4,mf,8,8,OO,1,m2
99,4,mf,8,9,AE,0,f5
99,4,mf,8,10,AH,0,f5
99,4,mf,8,11,EH,0,m2
99,4,mf,8,12,IH,0,f5
99,4,mf,8,13,OO,1,f5
99,4,mf,8,14,UH,0,m2
99,4,mf,8,15,OO,1,f5
99,4,mf,8,16,EE,0,f5
99,4,ff,9,1,AE,0,f7
99,4,ff,9,2,UH,1,f3
99,4,ff,9,3,AH,0,f7
99,4,ff,9,4,EE,0,f3
99,4,ff,9,5,EH,0,f7
99,4,ff,9,6,UH,1,f7
99,4,ff,9,7,IH,0,f7
99,4,ff,9,8,UH,1,f7
99,4,ff,9,9,OO,0,f3
99,4,ff,9,10,UH,1,f3
99,4,ff,9,11,AE,0,f7
99,4,ff,9,12,AH,0,f3
99,4,ff,9,13,EE,0,f3
99,4,ff,9,14,EH,0,f3
99,4,ff,9,15,OO,0,f3
99,4,ff,9,16,IH,0,f7
99,4,ff,10,1,UH,0,f4
99,4,ff,10,2,AE,0,f4
99,4,ff,10,3,IH,1,f9
99,4,ff,10,4,AH,0,f4
99,4,ff,10,5,EE,0,f4
99,4,ff,10,6,EH,0,f9
99,4,ff,10,7,OO,0,f4
99,4,ff,10,8,AE,0,f9
99,4,ff,10,9,IH,1,f9
99,4,ff,10,10,EE,0,f4
99,4,ff,10,11,IH,1,f9
99,4,ff,10,12,EH,0,f9
99,4,ff,10,13,OO,0,f4
99,4,ff,10,14,UH,0,f9
99,4,ff,10,15,IH,1,f4
99,4,ff,10,16,AH,0,f9
99,4,mf,11,1,EH,0,f7
99,4,mf,11,2,OO,1,m3
99,4,mf,11,3,AE,0,f7
99,4,mf,11,4,AH,0,m3
99,4,mf,11,5,EE,0,f7
99,4,mf,11,6,IH,0,m3
99,4,mf,11,7,UH,0,f7
99,4,mf,11,8,OO,1,f7
99,4,mf,11,9,AE,0,m3
99,4,mf,11,10,AH,0,f7
99,4,mf,11,11,OO,1,m3
99,4,mf,11,12,EE,0,m3
99,4,mf,11,13,OO,1,f7
99,4,mf,11,14,EH,0,m3
99,4,mf,11,15,IH,0,m3
99,4,mf,11,16,UH,0,f7
99,4,mf,12,1,OO,0,f6
99,4,mf,12,2,IH,1,f6
99,4,mf,12,3,AE,0,m1
99,4,mf,12,4,AH,0,f6
99,4,mf,12,5,EE,0,m1
99,4,mf,12,6,EH,0,m1
99,4,mf,12,7,UH,0,f6
99,4,mf,12,8,IH,1,m1
99,4,mf,12,9,AE,0,f6
99,4,mf,12,10,AH,0,m1
99,4,mf,12,11,IH,1,m1
99,4,mf,12,12,EH,0,m1
99,4,mf,12,13,IH,1,m1
99,4,mf,12,14,OO,0,f6
99,4,mf,12,15,UH,0,f6
99,4,mf,12,16,EE,0,f6
99,4,mf,13,1,UH,0,m3
99,4,mf,13,2,AE,0,f2
99,4,mf,13,3,AH,0,f2
99,4,mf,13,4,EE,0,m3
99,4,mf,13,5,EH,0,f2
99,4,mf,13,6,IH,0,m3
99,4,mf,13,7,AE,0,f2
99,4,mf,13,8,AH,0,m3
99,4,mf,13,9,OO,1,m3
99,4,mf,13,10,EE,0,f2
99,4,mf,13,11,OO,1,f2
99,4,mf,13,12,EH,0,f2
99,4,mf,13,13,OO,1,m3
99,4,mf,13,14,UH,0,f2
99,4,mf,13,15,OO,1,m3
99,4,mf,13,16,IH,0,m3
99,4,ff,14,1,AE,0,f2
99,4,ff,14,2,AH,0,f6
99,4,ff,14,3,EE,0,f6
99,4,ff,14,4,EH,0,f2
99,4,ff,14,5,UH,1,f2
99,4,ff,14,6,IH,0,f2
99,4,ff,14,7,UH,1,f2
99,4,ff,14,8,OO,0,f2
99,4,ff,14,9,AE,0,f6
99,4,ff,14,10,AH,0,f2
99,4,ff,14,11,UH,1,f6
99,4,ff,14,12,EE,0,f6
99,4,ff,14,13,EH,0,f6
99,4,ff,14,14,IH,0,f2
99,4,ff,14,15,UH,1,f6
99,4,ff,14,16,OO,0,f6
99,4,mf,15,1,AE,0,m2
99,4,mf,15,2,UH,1,m2
99,4,mf,15,3,AH,0,f3
99,4,mf,15,4,EE,0,f3
99,4,mf,15,5,EH,0,m2
99,4,mf,15,6,IH,0,m2
99,4,mf,15,7,OO,0,f3
99,4,mf,15,8,UH,1,m2
99,4,mf,15,9,AE,0,f3
99,4,mf,15,10,UH,1,f3
99,4,mf,15,11,EE,0,f3
99,4,mf,15,12,EH,0,m2
99,4,mf,15,13,UH,1,f3
99,4,mf,15,14,IH,0,f3
99,4,mf,15,15,OO,0,m2
99,4,mf,15,16,AH,0,m2
99,4,mf,16,1,UH,0,f1
99,4,mf,16,2,OO,1,f1
99,4,mf,16,3,AE,0,m2
99,4,mf,16,4,OO,1,f1
99,4,mf,16,5,AH,0,f1
99,4,mf,16,6,OO,1,f1
99,4,mf,16,7,EE,0,f1
99,4,mf,16,8,EH,0,m2
99,4,mf,16,9,OO,1,m2
99,4,mf,16,10,IH,0,m2
99,4,mf,16,11,AE,0,f1
99,4,mf,16,12,AH,0,m2
99,4,mf,16,13,EE,0,m2
99,4,mf,16,14,EH,0,m2
99,4,mf,16,15,IH,0,m2
99,4,mf,16,16,UH,0,f1
99,5,b,1,1,AE,0,f1
99,5,b,1,2,IH,1,f1
99,5,b,1,3,AH,0,f1
99,5,b,1,4,EE,0,f1
99,5,b,1,5,EH,0,f1
99,5,b,1,6,IH,1,f1
99,5,b,1,7,OO,0,f1
99,5,b,1,8,UH,0,f1
99,5,b,1,9,IH,1,f1
99,5,b,1,10,AE,0,f1
99,5,b,1,11,AH,0,f1
99,5,b,1,12,IH,1,f1
99,5,b,1,13,EE,0,f1
99,5,b,1,14,EH,0,f1
99,5,b,1,15,UH,0,f1
99,5,b,1,16,OO,0,f1
99,5,b,2,1,UH,0,m2
99,5,b,2,2,AE,0,m2
99,5,b,2,3,OO,1,m2
99,5,b,2,4,AH,0,m2
99,5,b,2,5,EE,0,m2
99,5,b,2,6,EH,0,m2
99,5,b,2,7,IH,0,m2
99,5,b,2,8,AE,0,m2
99,5,b,2,9,OO,1,m2
99,5,b,2,10,AH,0,m2
99,5,b,2,11,EE,0,m2
99,5,b,2,12,OO,1,m2
99,5,b,2,13,EH,0,m2
99,5,b,2,14,OO,1,m2
99,5,b,2,15,IH,0,m2
99,5,b,2,16,UH,0,m2
99,5,b,3,1,EE,0,f3
99,5,b,3,2,AE,0,f3
99,5,b,3,3,AH,0,f3
99,5,b,3,4,EH,0,f3
99,5,b,3,5,OO,0,f3
99,5,b,3,6,IH,1,f3
99,5,b,3,7,UH,0,f3
99,5,b,3,8,AH,0,f3
99,5,b,3,9,EE,0,f3
99,5,b,3,10,IH,1,f3
99,5,b,3,11,EH,0,f3
99,5,b,3,12,IH,1,f3
99,5,b,3,13,OO,0,f3
99,5,b,3,14,IH,1,f3
99,5,b,3,15,UH,0,f3
99,5,b,3,16,AE,0,f3
99,5,b,4,1,EH,0,f7
99,5,b,4,2,AE,0,f7
99,5,b,4,3,UH,1,f7
99,5,b,4,4,AH,0,f7
99,5,b,4,5,EE,0,f7
99,5,b,4,6,UH,1,f7
99,5,b,4,7,IH,0,f7
99,5,b,4,8,OO,0,f7
99,5,b,4,9,AE,0,f7
99,5,b,4,10,AH,0,f7
99,5,b,4,11,UH,1,f7
99,5,b,4,12,EE,0,f7
99,5,b,4,13,UH,1,f7
99,5,b,4,14,IH,0,f7
99,5,b,4,15,OO,0,f7
99,5,b,4,16,EH,0,f7
99,5,b,5,1,AE,0,f5
99,5,b,5,2,AH,0,f5
99,5,b,5,3,UH,1,f5
99,5,b,5,4,EE,0,f5
99,5,b,5,5,UH,1,f5
99,5,b,5,6,EH,0,f5
99,5,b,5,7,IH,0,f5
99,5,b,5,8,OO,0,f5
99,5,b,5,9,UH,1,f5
99,5,b,5,10,AE,0,f5
99,5,b,5,11,UH,1,f5
99,5,b,5,12,AH,0,f5
99,5,b,5,13,EH,0,f5
99,5,b,5,14,IH,0,f5
99,5,b,5,15,OO,0,f5
99,5,b,5,16,EE,0,f5
99,5,b,6,1,AE,0,f9
99,5,b,6,2,OO,1,f9
99,5,b,6,3,AH,0,f9
99,5,b,6,4,EE,0,f9
99,5,b,6,5,OO,1,f9
99,5,b,6,6,EH,0,f9
99,5,b,6,7,IH,0,f9
99,5,b,6,8,UH,0,f9
99,5,b,6,9,AE,0,f9
99,5,b,6,10,AH,0,f9
99,5,b,6,11,EE,0,f9
99,5,b,6,12,OO,1,f9
99,5,b,6,13,EH,0,f9
99,5,b,6,14,OO,1,f9
99,5,b,6,15,IH,0,f9
99,5,b,6,16,UH,0,f9
99,5,b,7,1,EE,0,m3
99,5,b,7,2,AE,0,m3
99,5,b,7,3,AH,0,m3
99,5,b,7,4,IH,1,m3
99,5,b,7,5,EH,0,m3
99,5,b,7,6,OO,0,m3
99,5,b,7,7,IH,1,m3
99,5,b,7,8,UH,0,m3
99,5,b,7,9,AE,0,m3
99,5,b,7,10,IH,1,m3
99,5,b,7,11,EE,0,m3
99,5,b,7,12,EH,0,m3
99,5,b,7,13,OO,0,m3
99,5,b,7,14,UH,0,m3
99,5,b,7,15,IH,1,m3
99,5,b,7,16,AH,0,m3
99,5,b,8,1,EE,0,f2
99,5,b,8,2,AE,0,f2
99,5,b,8,3,AH,0,f2
99,5,b,8,4,EH,0,f2
99,5,b,8,5,IH,0,f2
99,5,b,8,6,UH,0,f2
99,5,b,8,7,AE,0,f2
99,5,b,8,8,OO,1,f2
99,5,b,8,9,AH,0,f2
99,5,b,8,10,OO,1,f2
99,5,b,8,11,EE,0,f2
99,5,b,8,12,OO,1,f2
99,5,b,8,13,EH,0,f2
99,5,b,8,14,UH,0,f2
99,5,b,8,15,OO,1,f2
99,5,b,8,16,IH,0,f2
99,5,b,9,1,EE,0,f4
99,5,b,9,2,AE,0,f4
99,5,b,9,3,AH,0,f4
99,5,b,9,4,EH,0,f4
99,5,b,9,5,UH,1,f4
99,5,b,9,6,IH,0,f4
99,5,b,9,7,OO,0,f4
99,5,b,9,8,UH,1,f4
99,5,b,9,9,AE,0,f4
99,5,b,9,10,UH,1,f4
99,5,b,9,11,EE,0,f4
99,5,b,9,12,UH,1,f4
99,5,b,9,13,EH,0,f4
99,5,b,9,14,IH,0,f4
99,5,b,9,15,OO,0,f4
99,5,b,9,16,AH,0,f4
99,5,b,10,1,AH,0,m2
99,5,b,10,2,AE,0,m2
99,5,b,10,3,EE,0,m2
99,5,b,10,4,EH,0,m2
99,5,b,10,5,IH,1,m2
